customer_customerNumber,customer_customerName,customer_contactFirstName,customer_contactLastName,customer_phone,customer_addressLine1,customer_addressLine2,customer_postalCode,customer_county,customer_subCounty,customer_status,customerorder_orderNumber,customerorder_orderDate,customerorder_requiredDate,customerorder_dispatchDate,customerorder_orderStatusID,customerorder_customerNumber,customerfeedback_customerfeedbackID,customerfeedback_foodquality,customerfeedback_servicequality,customerfeedback_pricetovalue,customerfeedback_ambiance,customerfeedback_comment,orderdetail_productCode,orderdetail_quantityOrdered,orderdetail_priceEach,product_productName,product_productDescription,product_quantityInStock,product_costOfProduction,product_sellingPrice,productcategory_productCategoryID,productcategory_categoryName,productcategory_categoryDescription,orderstatus_orderStatusID,orderstatus_status,branch_branchCode,branch_phone,branch_addressLine1,branch_addressLine2,branch_postalCode,branch_county,branch_subCounty
671,Jean Mbeki,Jean,Mbeki,0790105626,489 Gigiri Rd,Apt 97,12224,Mombasa,Dagoretti,0,3335,2024-05-12 23:04:57,2024-05-13 10:50:56,2024-05-17 16:03:02,5,671,4796,3,2,3,3,Overpriced for the quality.,P068,2,150.00,Supu ya Nyama na Wali,Beef soup served with rice.,60,70.00,150.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
671,Jean Mbeki,Jean,Mbeki,0790105626,489 Gigiri Rd,Apt 97,12224,Mombasa,Dagoretti,0,3335,2024-05-12 23:04:57,2024-05-13 10:50:56,2024-05-17 16:03:02,5,671,4796,3,2,3,3,Overpriced for the quality.,P073,7,400.00,Kitfo,Minced raw beef seasoned with spices and clarified butter.,60,200.00,400.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
671,Jean Mbeki,Jean,Mbeki,0790105626,489 Gigiri Rd,Apt 97,12224,Mombasa,Dagoretti,0,3335,2024-05-12 23:04:57,2024-05-13 10:50:56,2024-05-17 16:03:02,5,671,4796,3,2,3,3,Overpriced for the quality.,P072,1,20.00,Injera,Sourdough flatbread made from teff flour.,100,10.00,20.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
620,Wambui Omondi,Wambui,Omondi,0722688115,775 Mbagathi Way,Apt 73,4257,Muranga,Kisauni,0,3345,2024-09-18 09:34:34,2024-09-22 11:26:26,2024-09-22 02:47:19,3,620,4420,1,2,1,1,Uncomfortable chairs.,P025,8,30.00,Uji,Fermented porridge made from millet or sorghum flour.,100,10.00,30.00,1,Staple Foods,Essential carbohydrate-rich foods commonly served as the main part of meals.,3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
620,Wambui Omondi,Wambui,Omondi,0722688115,775 Mbagathi Way,Apt 73,4257,Muranga,Kisauni,0,3345,2024-09-18 09:34:34,2024-09-22 11:26:26,2024-09-22 02:47:19,3,620,4420,1,2,1,1,Uncomfortable chairs.,P009,3,50.00,Samosa,Deep-fried pastry filled with spiced meat or vegetables.,100,20.00,50.00,9,Fried Dishes,"Dishes that are deep-fried, often using batter or dough, and served as snacks or accompaniments.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
620,Wambui Omondi,Wambui,Omondi,0722688115,775 Mbagathi Way,Apt 73,4257,Muranga,Kisauni,0,3345,2024-09-18 09:34:34,2024-09-22 11:26:26,2024-09-22 02:47:19,3,620,4420,1,2,1,1,Uncomfortable chairs.,P088,6,100.00,Banga Soup,"A rich and flavorful Nigerian soup made from palm nut extract, meat, and spices.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
361,Joseph Mugisha,Joseph,Mugisha,0709570693,699 Kisumu Ave,Apt 57,63466,Mandera,Embakasi,0,3347,2023-05-25 06:55:31,2023-05-29 06:19:05,2023-05-29 15:27:39,2,361,2619,1,2,1,1,The sauce was watery.,P006,5,200.00,Pilau,"Spiced rice dish cooked with meat, typically beef or chicken.",70,100.00,200.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
361,Joseph Mugisha,Joseph,Mugisha,0709570693,699 Kisumu Ave,Apt 57,63466,Mandera,Embakasi,0,3347,2023-05-25 06:55:31,2023-05-29 06:19:05,2023-05-29 15:27:39,2,361,2619,1,2,1,1,The sauce was watery.,P027,6,200.00,Nyama Stew,"Beef stew cooked with potatoes, carrots, and peas.",60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
643,[Business] Swahili Palace,Patricia,Munyuli,0716605599,730 Westlands Rd,Apt 2,40725,Isiolo,Kisumu Central,0,3355,2025-05-28 06:21:45,2025-05-31 15:31:24,2025-06-02 01:51:53,1,643,4586,2,2,2,1,Ambiance was dull.,P022,8,60.00,Mbaazi,Pigeon peas cooked in coconut milk.,70,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
643,[Business] Swahili Palace,Patricia,Munyuli,0716605599,730 Westlands Rd,Apt 2,40725,Isiolo,Kisumu Central,0,3355,2025-05-28 06:21:45,2025-05-31 15:31:24,2025-06-02 01:51:53,1,643,4586,2,2,2,1,Ambiance was dull.,P070,3,200.00,Nyama na Sukuma,Beef served with collard greens.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
603,[Business] Safari Haven,Claude,Adan,0754437598,580 Kimathi St,Apt 44,21356,Isiolo,Kisumu Central,1,3400,2024-01-28 13:13:07,2024-01-31 07:36:52,2024-01-30 04:57:12,3,603,4296,4,4,5,4,Attentive staff.,P039,6,200.00,Kuku na Wali,Chicken served with rice.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
603,[Business] Safari Haven,Claude,Adan,0754437598,580 Kimathi St,Apt 44,21356,Isiolo,Kisumu Central,1,3400,2024-01-28 13:13:07,2024-01-31 07:36:52,2024-01-30 04:57:12,3,603,4296,4,4,5,4,Attentive staff.,P015,8,60.00,Maharagwe,Stewed beans cooked with coconut milk and spices.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
603,[Business] Safari Haven,Claude,Adan,0754437598,580 Kimathi St,Apt 44,21356,Isiolo,Kisumu Central,1,3400,2024-01-28 13:13:07,2024-01-31 07:36:52,2024-01-30 04:57:12,3,603,4296,4,4,5,4,Attentive staff.,P063,6,200.00,Kuku na Maharagwe,Chicken served with beans.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
401,Pauline Munyao,Pauline,Munyao,0786810395,414 Nairobi St,Apt 3,71560,Meru,Embakasi,1,3410,2022-11-03 23:37:08,2022-11-05 11:51:38,2022-11-08 04:28:59,5,401,2931,5,5,5,5,Everything was perfect from start to finish.,P083,2,50.00,Fufu,"A starchy side dish made from cassava, yams, or plantains, pounded into a dough-like consistency.",100,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
401,Pauline Munyao,Pauline,Munyao,0786810395,414 Nairobi St,Apt 3,71560,Meru,Embakasi,1,3410,2022-11-03 23:37:08,2022-11-05 11:51:38,2022-11-08 04:28:59,5,401,2931,5,5,5,5,Everything was perfect from start to finish.,P024,2,20.00,Mahamri,"Sweet, fried bread, similar to mandazi.",100,5.00,20.00,8,Sweet Snacks/Desserts,"Sweet dishes or snacks, often fried or baked, served as a dessert or treat.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
240,[Business] Ole Sereni Resort,Emmanuel,Muthoni,0723551128,72 Haile Selassie Ave,Apt 13,14914,Isiolo,Kisumu West,0,3448,2024-08-15 23:46:29,2024-08-19 21:34:30,,5,240,1752,3,3,3,3,Long wait for bill.,P021,7,70.00,Wali wa Nazi,Rice cooked with coconut milk.,80,30.00,70.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
172,[Business] Villa Rosa Retreat,Alaine,Munyui,0755077902,517 Karen Rd,Apt 23,88007,Isiolo,Kasarani,0,3461,2021-12-19 21:32:37,2021-12-22 15:17:03,2021-12-23 04:38:22,2,172,1239,1,1,1,1,Portions were small.,P070,8,200.00,Nyama na Sukuma,Beef served with collard greens.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
425,[Business] Ole Sereni Manor,Marie,Mbeki,0727246182,512 Westlands Rd,Apt 62,90412,Nyeri,Kasarani,1,3482,2022-01-14 09:13:29,2022-01-14 10:28:39,2022-01-16 18:48:04,4,425,3095,4,4,5,5,The view from our table was beautiful.,P006,3,200.00,Pilau,"Spiced rice dish cooked with meat, typically beef or chicken.",70,100.00,200.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
753,Wanjiku Odhiambo,Wanjiku,Odhiambo,0774417221,277 Nakuru Blvd,Apt 9,3196,Kitui,Molo,0,3528,2021-07-06 18:34:44,2021-07-07 05:13:26,2021-07-12 18:27:50,3,753,5367,1,1,1,1,Drinks selection was poor.,P098,2,70.00,Malva Pudding,"A sweet, spongy dessert made with apricot jam and served with a creamy sauce.",80,30.00,70.00,8,Sweet Snacks/Desserts,"Sweet dishes or snacks, often fried or baked, served as a dessert or treat.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
753,Wanjiku Odhiambo,Wanjiku,Odhiambo,0774417221,277 Nakuru Blvd,Apt 9,3196,Kitui,Molo,0,3528,2021-07-06 18:34:44,2021-07-07 05:13:26,2021-07-12 18:27:50,3,753,5367,1,1,1,1,Drinks selection was poor.,P003,8,300.00,Nyama Choma,"Grilled meat, typically goat or beef, seasoned with salt and spices.",50,150.00,300.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
730,Mutiso Zuma,Mutiso,Zuma,0752484518,590 State House Rd,Apt 79,39386,Garissa,Kisumu Central,0,3552,2023-09-05 06:29:08,2023-09-06 11:06:38,2023-09-05 22:54:34,4,730,5208,2,1,1,2,The bill was incorrect.,P044,2,150.00,Supu ya Kuku,Chicken soup cooked with spices.,60,70.00,150.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
723,Pierre Mugabe,Pierre,Mugabe,0771846025,923 Nairobi St,Apt 77,37061,Baringo,Eldoret West,1,3555,2025-03-13 07:24:10,2025-03-13 07:38:53,2025-03-16 06:02:28,2,723,5140,2,2,2,2,Would not recommend.,P059,5,70.00,Matoke na Maharagwe,Plantains cooked with beans.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",2,Processing,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
738,[Business] Baobab Retreat,Marie,Kariuki,0708668670,232 Kiambu Rd,Apt 70,90188,Kitui,Gilgil,1,3577,2024-08-25 11:08:33,2024-08-26 15:19:08,2024-08-26 22:21:32,1,738,5260,4,3,4,4,Very accommodating to dietary needs.,P089,6,70.00,Waakye,"A Ghanaian dish of rice and beans cooked with millet leaves, served with various sides.",80,30.00,70.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
463,[Business] Severin Manor,Patricia,Omar,0711277471,44 Jogoo Rd,Apt 23,34729,Mombasa,Subukia,1,3603,2025-01-23 18:48:30,2025-01-24 13:21:27,2025-01-25 16:00:04,1,463,3368,4,5,3,3,The soup was outstanding.,P087,4,50.00,Moi Moi,"A steamed bean pudding made from blended black-eyed peas, onions, and spices.",70,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
221,[Business] Serena Lodge,Pierrette,Munzala,0757090102,778 Mbagathi Way,Apt 54,69963,Machakos,Eldoret East,1,3611,2022-02-14 05:17:22,2022-02-18 15:49:17,,4,221,1593,3,3,2,2,The cutlery was dirty.,P041,4,70.00,Matoke na Nyama,Plantains cooked with meat and spices.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
221,[Business] Serena Lodge,Pierrette,Munzala,0757090102,778 Mbagathi Way,Apt 54,69963,Machakos,Eldoret East,1,3611,2022-02-14 05:17:22,2022-02-18 15:49:17,,4,221,1593,3,3,2,2,The cutlery was dirty.,P092,1,100.00,Bobotie,"A spiced minced meat dish baked with an egg-based topping, often served with yellow rice.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
442,Pierre Mugabe,Pierre,Mugabe,0782686139,917 Ngong Rd,Apt 56,50651,Baringo,Jomvu,1,3620,2024-06-12 05:19:53,2024-06-12 23:32:55,2024-06-17 10:29:23,5,442,3217,4,5,4,4,Will visit again.,P033,4,50.00,Ugali na Sukuma,Ugali served with saut̩ed collard greens.,100,20.00,50.00,1,Staple Foods,Essential carbohydrate-rich foods commonly served as the main part of meals.,5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
442,Pierre Mugabe,Pierre,Mugabe,0782686139,917 Ngong Rd,Apt 56,50651,Baringo,Jomvu,1,3620,2024-06-12 05:19:53,2024-06-12 23:32:55,2024-06-17 10:29:23,5,442,3217,4,5,4,4,Will visit again.,P037,5,70.00,Wali wa Kukaanga,Fried rice with vegetables and meat.,80,30.00,70.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
442,Pierre Mugabe,Pierre,Mugabe,0782686139,917 Ngong Rd,Apt 56,50651,Baringo,Jomvu,1,3620,2024-06-12 05:19:53,2024-06-12 23:32:55,2024-06-17 10:29:23,5,442,3217,4,5,4,4,Will visit again.,P012,8,350.00,Tilapia Fry,"Fried whole tilapia fish, seasoned with spices.",50,200.00,350.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
516,[Business] Sarova Residences,Michelle,Kiplagat,0720596252,167 Gigiri Rd,Apt 95,40985,Wajir,Nyando,1,3630,2024-02-04 00:21:40,2024-02-04 21:32:48,2024-02-09 12:11:49,3,516,3733,5,5,5,5,The soup was outstanding.,P083,3,50.00,Fufu,"A starchy side dish made from cassava, yams, or plantains, pounded into a dough-like consistency.",100,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
308,[Business] Neptune Manor,Joseph,Ndayishimiye,0742673001,341 Gigiri Rd,Apt 81,9758,Kitui,Embakasi,0,3653,2025-04-30 13:43:38,2025-05-04 07:07:08,,4,308,2220,2,1,2,1,Would not recommend.,P018,5,200.00,Mishkaki,"Skewered and grilled meat, typically beef or chicken.",70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
340,Njeri Ochieng,Njeri,Ochieng,0789021541,570 Thika Rd,Apt 67,43743,Garissa,Jomvu,1,3687,2021-10-21 23:47:47,2021-10-25 06:11:40,2021-10-27 04:03:58,1,340,2465,4,5,5,3,Everything was perfect from start to finish.,P034,8,300.00,Kuku Fry,"Fried chicken, marinated with spices.",50,150.00,300.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
340,Njeri Ochieng,Njeri,Ochieng,0789021541,570 Thika Rd,Apt 67,43743,Garissa,Jomvu,1,3687,2021-10-21 23:47:47,2021-10-25 06:11:40,2021-10-27 04:03:58,1,340,2465,4,5,5,3,Everything was perfect from start to finish.,P083,6,50.00,Fufu,"A starchy side dish made from cassava, yams, or plantains, pounded into a dough-like consistency.",100,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
309,Alain Adan,Alain,Adan,0702927309,151 Riverside Dr,Apt 29,9131,Mandera,Gilgil,0,3690,2021-10-07 11:15:56,2021-10-09 07:39:05,2021-10-09 16:42:20,1,309,2234,2,2,1,2,Ambiance was dull.,P056,8,150.00,Supu ya Samaki,Fish soup cooked with spices.,60,70.00,150.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
309,Alain Adan,Alain,Adan,0702927309,151 Riverside Dr,Apt 29,9131,Mandera,Gilgil,0,3690,2021-10-07 11:15:56,2021-10-09 07:39:05,2021-10-09 16:42:20,1,309,2234,2,2,1,2,Ambiance was dull.,P091,1,80.00,Bunny Chow,"A hollowed-out loaf of bread filled with curry, typically made with chicken, lamb, or beans.",70,40.00,80.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
309,Alain Adan,Alain,Adan,0702927309,151 Riverside Dr,Apt 29,9131,Mandera,Gilgil,0,3690,2021-10-07 11:15:56,2021-10-09 07:39:05,2021-10-09 16:42:20,1,309,2234,2,2,1,2,Ambiance was dull.,P088,5,100.00,Banga Soup,"A rich and flavorful Nigerian soup made from palm nut extract, meat, and spices.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
767,[Business] Safari Lodge,Jacqueline,Omar,0741068006,632 Gigiri Rd,Apt 35,45158,Mombasa,Gilgil,1,3733,2024-05-11 21:54:15,2024-05-16 19:19:11,,5,767,5477,3,3,4,3,Everything was perfect from start to finish.,P057,8,200.00,Kuku na Matoke,Chicken served with plantains.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
767,[Business] Safari Lodge,Jacqueline,Omar,0741068006,632 Gigiri Rd,Apt 35,45158,Mombasa,Gilgil,1,3733,2024-05-11 21:54:15,2024-05-16 19:19:11,,5,767,5477,3,3,4,3,Everything was perfect from start to finish.,P056,6,150.00,Supu ya Samaki,Fish soup cooked with spices.,60,70.00,150.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
596,[Business] Severin Resort,Wambui,Nkurunziza,0781902453,532 Westlands Rd,Apt 93,2813,Kiambu,Dagoretti,1,3740,2022-01-23 00:44:20,2022-01-24 12:43:00,2022-01-27 06:15:44,3,596,4253,4,4,4,4,Highly recommend this place.,P080,5,70.00,Firfir,Shredded injera mixed with spicy sauce.,70,30.00,70.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
596,[Business] Severin Resort,Wambui,Nkurunziza,0781902453,532 Westlands Rd,Apt 93,2813,Kiambu,Dagoretti,1,3740,2022-01-23 00:44:20,2022-01-24 12:43:00,2022-01-27 06:15:44,3,596,4253,4,4,4,4,Highly recommend this place.,P080,8,70.00,Firfir,Shredded injera mixed with spicy sauce.,70,30.00,70.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
596,[Business] Severin Resort,Wambui,Nkurunziza,0781902453,532 Westlands Rd,Apt 93,2813,Kiambu,Dagoretti,1,3740,2022-01-23 00:44:20,2022-01-24 12:43:00,2022-01-27 06:15:44,3,596,4253,4,4,4,4,Highly recommend this place.,P039,7,200.00,Kuku na Wali,Chicken served with rice.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
711,[Business] Ole Sereni Lodge,Mwangi,Malema,0748322635,156 Karen Rd,Apt 86,19764,Mombasa,Molo,1,3787,2024-11-28 17:14:49,2024-12-01 04:42:12,2024-11-29 22:32:01,1,711,5054,4,3,5,4,Loved the eco-friendly packaging.,P050,7,150.00,Supu ya Nyama,Beef soup cooked with spices.,60,70.00,150.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
560,[Business] Villa Rosa Manor,Njeri,Munzala,0773106070,943 Lavington Rd,Apt 4,64884,Mombasa,Westlands,0,3812,2023-09-17 17:51:09,2023-09-22 14:15:14,2023-09-21 17:05:00,5,560,4018,4,4,3,4,The coffee was burnt.,P009,2,50.00,Samosa,Deep-fried pastry filled with spiced meat or vegetables.,100,20.00,50.00,9,Fried Dishes,"Dishes that are deep-fried, often using batter or dough, and served as snacks or accompaniments.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
560,[Business] Villa Rosa Manor,Njeri,Munzala,0773106070,943 Lavington Rd,Apt 4,64884,Mombasa,Westlands,0,3812,2023-09-17 17:51:09,2023-09-22 14:15:14,2023-09-21 17:05:00,5,560,4018,4,4,3,4,The coffee was burnt.,P048,4,60.00,Maharagwe na Chapati,Beans served with chapati.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
710,Wambui Odhiambo,Wambui,Odhiambo,0745983776,409 Embakasi Rd,Apt 7,67175,Muranga,Nakuru Town,0,3820,2022-09-30 13:21:16,2022-10-01 01:53:43,2022-10-03 05:40:20,1,710,5046,1,2,1,2,The table was in a drafty spot.,P016,7,300.00,Kuku Choma,"Grilled chicken, marinated with spices.",50,150.00,300.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
710,Wambui Odhiambo,Wambui,Odhiambo,0745983776,409 Embakasi Rd,Apt 7,67175,Muranga,Nakuru Town,0,3820,2022-09-30 13:21:16,2022-10-01 01:53:43,2022-10-03 05:40:20,1,710,5046,1,2,1,2,The table was in a drafty spot.,P031,6,300.00,Fish Curry,Fish cooked in a spiced coconut milk curry.,50,150.00,300.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
710,Wambui Odhiambo,Wambui,Odhiambo,0745983776,409 Embakasi Rd,Apt 7,67175,Muranga,Nakuru Town,0,3820,2022-09-30 13:21:16,2022-10-01 01:53:43,2022-10-03 05:40:20,1,710,5046,1,2,1,2,The table was in a drafty spot.,P081,1,70.00,Jollof Rice,"A popular West African rice dish cooked with tomatoes, onions, and spices.",80,30.00,70.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",1,Pending,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
566,[Business] Tamarind Retreat,Njeri,Kabila,0757982797,727 Thika Rd,Apt 36,60065,Embu,Kisumu West,1,3831,2021-10-26 15:40:03,2021-10-28 06:14:34,2021-10-31 23:23:48,5,566,4049,5,5,5,5,The reservation process was smooth.,P052,1,200.00,Nyama na Ugali,Beef served with ugali.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
566,[Business] Tamarind Retreat,Njeri,Kabila,0757982797,727 Thika Rd,Apt 36,60065,Embu,Kisumu West,1,3831,2021-10-26 15:40:03,2021-10-28 06:14:34,2021-10-31 23:23:48,5,566,4049,5,5,5,5,The reservation process was smooth.,P072,3,20.00,Injera,Sourdough flatbread made from teff flour.,100,10.00,20.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
452,Emmanuel Zuma,Emmanuel,Zuma,0791190133,240 Kisumu Ave,Apt 24,71352,Meru,Kisumu West,1,3848,2023-10-26 09:20:32,2023-10-26 23:32:52,2023-10-26 20:46:57,5,452,3289,3,3,3,2,The view from our table was beautiful.,P001,7,20.00,Ugali,"A staple food made from maize flour, cooked with water to a dough-like consistency.",100,10.00,20.00,1,Staple Foods,Essential carbohydrate-rich foods commonly served as the main part of meals.,5,Cancelled,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
258,[Business] Neptune Residences,Kiptoo,Mbeki,0732515734,308 South B Rd,Apt 17,46909,Kiambu,Eldoret West,0,3855,2024-05-05 19:48:29,2024-05-08 14:09:59,,4,258,1866,3,2,3,2,Waiter forgot our order.,P054,5,60.00,Maharagwe na Sukuma,Beans served with collard greens.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",4,Delivered,19,0710000004,Rupa Mall,Uganda Rd,30100,Uasin Gishu,Kesses
